Ticker,Model,WindowEnd,RSI_Trigger,Trail,Base_Sharpe,New_Sharpe,Delta_Sharpe,Legacy_Sharpe,Legacy_Delta,Base_Return,New_Return,Base_MaxDD,New_MaxDD,Delta_MaxDD,Days_Held,Legacy_Days_Held
JPM,LR,2021-01-01,50,0.15,0.116,0.259,0.143,0.259,0.143,3.73,14.4,-31.01,-37.19,-6.18,625,625
JPM,LR,2021-01-01,50,0.2,0.116,0.174,0.058,0.174,0.058,3.73,6.12,-31.01,-37.19,-6.18,646,646
JPM,LR,2021-01-01,55,0.08,0.116,-0.076,-0.192,-0.076,-0.192,3.73,-12.58,-31.01,-39.84,-8.83,370,370
JPM,LR,2021-01-01,55,0.12,0.116,-0.01,-0.126,-0.01,-0.126,3.73,-8.46,-31.01,-39.44,-8.43,481,481
JPM,LR,2021-01-01,55,0.15,0.116,0.178,0.062,0.178,0.062,3.73,6.64,-31.01,-37.19,-6.18,555,555
JPM,LR,2021-01-01,55,0.2,0.116,0.174,0.058,0.174,0.058,3.73,6.12,-31.01,-37.19,-6.18,646,646
JPM,LR,2021-01-01,60,0.08,0.116,-0.073,-0.189,-0.073,-0.189,3.73,-12.02,-31.01,-42.03,-11.02,293,293
JPM,LR,2021-01-01,60,0.12,0.116,0.164,0.048,0.164,0.048,3.73,6.09,-31.01,-36.42,-5.41,381,381
JPM,LR,2021-01-01,60,0.15,0.116,0.134,0.018,0.134,0.018,3.73,3.37,-31.01,-36.42,-5.41,427,427
JPM,LR,2021-01-01,60,0.2,0.116,0.18,0.064,0.18,0.064,3.73,7.25,-31.01,-36.42,-5.41,518,518
JPM,LR,2021-01-01,65,0.08,0.116,0.048,-0.068,0.048,-0.068,3.73,-2.22,-31.01,-36.47,-5.46,256,256
JPM,LR,2021-01-01,65,0.12,0.116,0.209,0.093,0.209,0.093,3.73,10.42,-31.01,-36.42,-5.41,328,328
JPM,LR,2021-01-01,65,0.15,0.116,0.177,0.061,0.177,0.061,3.73,7.66,-31.01,-36.42,-5.41,365,365
JPM,LR,2021-01-01,65,0.2,0.116,0.113,-0.003,0.113,-0.003,3.73,2.36,-31.01,-36.42,-5.41,374,374
JPM,RF,2021-01-01,0,0.08,0.465,0.373,-0.092,0.337,-0.128,36.1,27.0,-32.55,-34.08,-1.53,589,649
JPM,RF,2021-01-01,0,0.12,0.465,0.211,-0.254,0.337,-0.128,36.1,9.35,-32.55,-38.97,-6.42,607,675
JPM,RF,2021-01-01,0,0.15,0.465,0.14,-0.325,0.337,-0.128,36.1,0.41,-32.55,-47.82,-15.27,673,688
JPM,RF,2021-01-01,0,0.2,0.465,0.101,-0.364,0.337,-0.128,36.1,-3.62,-32.55,-47.82,-15.27,689,703
JPM,RF,2021-01-01,50,0.08,0.465,0.309,-0.156,0.309,-0.156,36.1,19.7,-32.55,-34.08,-1.53,509,509
JPM,RF,2021-01-01,50,0.12,0.465,0.221,-0.244,0.221,-0.244,36.1,10.41,-32.55,-38.97,-6.42,600,600
JPM,RF,2021-01-01,50,0.15,0.465,0.32,-0.145,0.32,-0.145,36.1,20.87,-32.55,-37.8,-5.25,666,666
JPM,RF,2021-01-01,50,0.2,0.465,0.261,-0.204,0.261,-0.204,36.1,14.24,-32.55,-37.8,-5.25,687,687
JPM,RF,2021-01-01,55,0.08,0.465,0.202,-0.263,0.202,-0.263,36.1,8.67,-32.55,-34.08,-1.53,480,480
JPM,RF,2021-01-01,55,0.12,0.465,0.18,-0.285,0.18,-0.285,36.1,6.26,-32.55,-38.97,-6.42,585,585
JPM,RF,2021-01-01,55,0.15,0.465,0.292,-0.173,0.292,-0.173,36.1,17.75,-32.55,-37.04,-4.49,651,651
JPM,RF,2021-01-01,55,0.2,0.465,0.253,-0.212,0.253,-0.212,36.1,13.47,-32.55,-37.04,-4.49,678,678
JPM,RF,2021-01-01,60,0.08,0.465,0.209,-0.256,0.209,-0.256,36.1,9.45,-32.55,-34.08,-1.53,447,447
JPM,RF,2021-01-01,60,0.12,0.465,0.292,-0.173,0.292,-0.173,36.1,17.92,-32.55,-38.97,-6.42,536,536
JPM,RF,2021-01-01,60,0.15,0.465,0.299,-0.166,0.299,-0.166,36.1,18.56,-32.55,-37.04,-4.49,596,596
JPM,RF,2021-01-01,60,0.2,0.465,0.26,-0.205,0.26,-0.205,36.1,14.24,-32.55,-37.04,-4.49,623,623
JPM,RF,2021-01-01,65,0.08,0.465,0.187,-0.278,0.187,-0.278,36.1,7.54,-32.55,-34.08,-1.53,404,404
JPM,RF,2021-01-01,65,0.12,0.465,0.226,-0.239,0.226,-0.239,36.1,11.2,-32.55,-38.97,-6.42,475,475
JPM,RF,2021-01-01,65,0.15,0.465,0.235,-0.23,0.235,-0.23,36.1,11.8,-32.55,-37.04,-4.49,535,535
JPM,RF,2021-01-01,65,0.2,0.465,0.26,-0.205,0.26,-0.205,36.1,14.24,-32.55,-37.04,-4.49,623,623
IBM,LR,2024-01-01,0,0.08,0.252,0.46,0.208,0.515,0.263,24.02,55.88,-35.72,-33.27,2.45,971,1039
IBM,LR,2024-01-01,0,0.12,0.252,0.435,0.183,0.515,0.263,24.02,51.48,-35.72,-31.61,4.11,1043,1069
IBM,LR,2024-01-01,0,0.15,0.252,0.479,0.227,0.515,0.263,24.02,58.7,-35.72,-31.21,4.51,1056,1094
IBM,LR,2024-01-01,0,0.2,0.252,0.411,0.159,0.515,0.263,24.02,47.81,-35.72,-33.27,2.45,1087,1106
IBM,LR,2024-01-01,50,0.08,0.252,0.408,0.156,0.408,0.156,24.02,46.28,-35.72,-34.58,1.14,693,693
IBM,LR,2024-01-01,50,0.12,0.252,0.44,0.188,0.44,0.188,24.02,51.51,-35.72,-32.06,3.66,848,848
IBM,LR,2024-01-01,50,0.15,0.252,0.498,0.246,0.498,0.246,24.02,61.46,-35.72,-31.21,4.51,904,904
IBM,LR,2024-01-01,50,0.2,0.252,0.411,0.159,0.411,0.159,24.02,47.62,-35.72,-33.27,2.45,1034,1034
IBM,LR,2024-01-01,55,0.08,0.252,0.357,0.105,0.357,0.105,24.02,38.51,-35.72,-34.58,1.14,624,624
IBM,LR,2024-01-01,55,0.12,0.252,0.42,0.168,0.42,0.168,24.02,48.33,-35.72,-32.06,3.66,793,793
IBM,LR,2024-01-01,55,0.15,0.252,0.479,0.227,0.479,0.227,24.02,58.07,-35.72,-31.21,4.51,849,849
IBM,LR,2024-01-01,55,0.2,0.252,0.411,0.159,0.411,0.159,24.02,47.62,-35.72,-33.27,2.45,1034,1034
IBM,LR,2024-01-01,60,0.08,0.252,0.228,-0.024,0.228,-0.024,24.02,21.14,-35.72,-36.86,-1.14,498,498
IBM,LR,2024-01-01,60,0.12,0.252,0.34,0.088,0.34,0.088,24.02,36.03,-35.72,-36.86,-1.14,714,714
IBM,LR,2024-01-01,60,0.15,0.252,0.379,0.127,0.379,0.127,24.02,41.84,-35.72,-31.21,4.51,770,770
IBM,LR,2024-01-01,60,0.2,0.252,0.316,0.064,0.316,0.064,24.02,33.12,-35.72,-34.37,1.35,992,992
IBM,LR,2024-01-01,65,0.08,0.252,0.158,-0.094,0.158,-0.094,24.02,12.86,-35.72,-39.88,-4.16,390,390
IBM,LR,2024-01-01,65,0.12,0.252,0.213,-0.039,0.213,-0.039,24.02,19.35,-35.72,-39.88,-4.16,568,568
IBM,LR,2024-01-01,65,0.15,0.252,0.106,-0.146,0.106,-0.146,24.02,6.84,-35.72,-42.93,-7.21,591,591
IBM,LR,2024-01-01,65,0.2,0.252,0.189,-0.063,0.189,-0.063,24.02,16.3,-35.72,-42.8,-7.08,862,862
IBM,RF,2024-01-01,0,0.08,0.022,0.553,0.531,0.495,0.473,0.39,73.51,-26.32,-30.77,-4.45,996,1038
IBM,RF,2024-01-01,0,0.12,0.022,0.497,0.475,0.495,0.473,0.39,63.33,-26.32,-36.97,-10.65,1040,1068
IBM,RF,2024-01-01,0,0.15,0.022,0.474,0.452,0.471,0.449,0.39,58.89,-26.32,-32.9,-6.58,1012,1036
IBM,RF,2024-01-01,0,0.2,0.022,0.495,0.473,0.495,0.473,0.39,63.59,-26.32,-36.97,-10.65,1081,1081
IBM,RF,2024-01-01,50,0.08,0.022,0.33,0.308,0.33,0.308,0.39,34.66,-26.32,-27.48,-1.16,743,743
IBM,RF,2024-01-01,50,0.12,0.022,0.389,0.367,0.389,0.367,0.39,43.41,-26.32,-33.97,-7.65,868,868
IBM,RF,2024-01-01,50,0.15,0.022,0.323,0.301,0.323,0.301,0.39,33.98,-26.32,-33.97,-7.65,915,915
IBM,RF,2024-01-01,50,0.2,0.022,0.373,0.351,0.373,0.351,0.39,41.71,-26.32,-36.97,-10.65,1019,1019
IBM,RF,2024-01-01,55,0.08,0.022,0.3,0.278,0.3,0.278,0.39,30.52,-26.32,-27.48,-1.16,726,726
IBM,RF,2024-01-01,55,0.12,0.022,0.356,0.334,0.356,0.334,0.39,38.54,-26.32,-33.97,-7.65,856,856
IBM,RF,2024-01-01,55,0.15,0.022,0.291,0.269,0.291,0.269,0.39,29.43,-26.32,-33.97,-7.65,903,903
IBM,RF,2024-01-01,55,0.2,0.022,0.353,0.331,0.353,0.331,0.39,38.67,-26.32,-36.97,-10.65,1011,1011
IBM,RF,2024-01-01,60,0.08,0.022,0.344,0.322,0.344,0.322,0.39,36.55,-26.32,-27.48,-1.16,707,707
IBM,RF,2024-01-01,60,0.12,0.022,0.356,0.334,0.356,0.334,0.39,38.54,-26.32,-33.97,-7.65,856,856
IBM,RF,2024-01-01,60,0.15,0.022,0.291,0.269,0.291,0.269,0.39,29.43,-26.32,-33.97,-7.65,903,903
IBM,RF,2024-01-01,60,0.2,0.022,0.353,0.331,0.353,0.331,0.39,38.67,-26.32,-36.97,-10.65,1011,1011
IBM,RF,2024-01-01,65,0.08,0.022,0.166,0.144,0.166,0.144,0.39,13.85,-26.32,-28.18,-1.86,503,503
IBM,RF,2024-01-01,65,0.12,0.022,0.254,0.232,0.254,0.232,0.39,24.49,-26.32,-33.97,-7.65,755,755
IBM,RF,2024-01-01,65,0.15,0.022,0.221,0.199,0.221,0.199,0.39,20.3,-26.32,-33.97,-7.65,775,775
IBM,RF,2024-01-01,65,0.2,0.022,0.325,0.303,0.325,0.303,0.39,34.32,-26.32,-36.97,-10.65,903,903
IBM,LR,2023-01-01,0,0.08,0.279,0.407,0.128,0.479,0.2,20.59,38.35,-32.88,-33.61,-0.73,884,909
IBM,LR,2023-01-01,0,0.12,0.279,0.414,0.135,0.479,0.2,20.59,39.23,-32.88,-31.96,0.92,924,952
IBM,LR,2023-01-01,0,0.15,0.279,0.474,0.195,0.479,0.2,20.59,48.02,-32.88,-31.56,1.32,943,980
IBM,LR,2023-01-01,0,0.2,0.279,0.403,0.124,0.479,0.2,20.59,37.87,-32.88,-33.61,-0.73,961,980
IBM,LR,2023-01-01,50,0.08,0.279,0.296,0.017,0.296,0.017,20.59,22.99,-32.88,-31.96,0.92,614,614
IBM,LR,2023-01-01,50,0.12,0.279,0.337,0.058,0.337,0.058,20.59,28.36,-32.88,-32.01,0.87,786,786
IBM,LR,2023-01-01,50,0.15,0.279,0.44,0.161,0.44,0.161,20.59,42.65,-32.88,-31.56,1.32,857,857
IBM,LR,2023-01-01,50,0.2,0.279,0.361,0.082,0.361,0.082,20.59,31.92,-32.88,-33.61,-0.73,926,926
IBM,LR,2023-01-01,55,0.08,0.279,0.281,0.002,0.281,0.002,20.59,21.25,-32.88,-31.96,0.92,551,551
IBM,LR,2023-01-01,55,0.12,0.279,0.366,0.087,0.366,0.087,20.59,32.17,-32.88,-31.96,0.92,735,735
IBM,LR,2023-01-01,55,0.15,0.279,0.44,0.161,0.44,0.161,20.59,42.65,-32.88,-31.56,1.32,857,857
IBM,LR,2023-01-01,55,0.2,0.279,0.361,0.082,0.361,0.082,20.59,31.92,-32.88,-33.61,-0.73,926,926
IBM,LR,2023-01-01,60,0.08,0.279,0.033,-0.246,0.033,-0.246,20.59,-4.89,-32.88,-32.19,0.69,422,422
IBM,LR,2023-01-01,60,0.12,0.279,0.215,-0.064,0.215,-0.064,20.59,13.51,-32.88,-33.09,-0.21,647,647
IBM,LR,2023-01-01,60,0.15,0.279,0.336,0.057,0.336,0.057,20.59,28.17,-32.88,-31.56,1.32,820,820
IBM,LR,2023-01-01,60,0.2,0.279,0.271,-0.008,0.271,-0.008,20.59,19.97,-32.88,-33.61,-0.73,889,889
IBM,LR,2023-01-01,65,0.08,0.279,0.087,-0.192,0.087,-0.192,20.59,0.54,-32.88,-34.96,-2.08,333,333
IBM,LR,2023-01-01,65,0.12,0.279,0.178,-0.101,0.178,-0.101,20.59,9.44,-32.88,-35.82,-2.94,546,546
IBM,LR,2023-01-01,65,0.15,0.279,0.172,-0.107,0.172,-0.107,20.59,8.73,-32.88,-38.84,-5.96,695,695
IBM,LR,2023-01-01,65,0.2,0.279,0.205,-0.074,0.205,-0.074,20.59,12.12,-32.88,-40.54,-7.66,890,890
IBM,RF,2023-01-01,0,0.08,0.294,0.483,0.189,0.458,0.164,20.9,48.97,-25.17,-28.0,-2.83,904,910
IBM,RF,2023-01-01,0,0.12,0.294,0.454,0.16,0.458,0.164,20.9,44.73,-25.17,-28.0,-2.83,932,940
IBM,RF,2023-01-01,0,0.15,0.294,0.437,0.143,0.437,0.143,20.9,42.92,-25.17,-32.9,-7.73,957,957
IBM,RF,2023-01-01,0,0.2,0.294,0.458,0.164,0.458,0.164,20.9,45.23,-25.17,-28.0,-2.83,961,961
IBM,RF,2023-01-01,50,0.08,0.294,0.401,0.107,0.401,0.107,20.9,35.3,-25.17,-24.65,0.52,646,646
IBM,RF,2023-01-01,50,0.12,0.294,0.414,0.12,0.414,0.12,20.9,37.36,-25.17,-24.65,0.52,839,839
IBM,RF,2023-01-01,50,0.15,0.294,0.404,0.11,0.404,0.11,20.9,36.35,-25.17,-24.65,0.52,890,890
IBM,RF,2023-01-01,50,0.2,0.294,0.385,0.091,0.385,0.091,20.9,34.16,-25.17,-28.0,-2.83,932,932
IBM,RF,2023-01-01,55,0.08,0.294,0.408,0.114,0.408,0.114,20.9,35.97,-25.17,-24.65,0.52,610,610
IBM,RF,2023-01-01,55,0.12,0.294,0.415,0.121,0.415,0.121,20.9,37.4,-25.17,-24.65,0.52,824,824
IBM,RF,2023-01-01,55,0.15,0.294,0.413,0.119,0.413,0.119,20.9,37.39,-25.17,-24.65,0.52,877,877
IBM,RF,2023-01-01,55,0.2,0.294,0.385,0.091,0.385,0.091,20.9,34.16,-25.17,-28.0,-2.83,932,932
IBM,RF,2023-01-01,60,0.08,0.294,0.322,0.028,0.322,0.028,20.9,25.54,-25.17,-24.65,0.52,567,567
IBM,RF,2023-01-01,60,0.12,0.294,0.386,0.092,0.386,0.092,20.9,33.67,-25.17,-24.65,0.52,805,805
IBM,RF,2023-01-01,60,0.15,0.294,0.385,0.091,0.385,0.091,20.9,33.66,-25.17,-24.65,0.52,858,858
IBM,RF,2023-01-01,60,0.2,0.294,0.357,0.063,0.357,0.063,20.9,30.52,-25.17,-28.0,-2.83,913,913
IBM,RF,2023-01-01,65,0.08,0.294,0.133,-0.161,0.133,-0.161,20.9,5.8,-25.17,-25.17,0.0,447,447
IBM,RF,2023-01-01,65,0.12,0.294,0.324,0.03,0.324,0.03,20.9,26.07,-25.17,-24.65,0.52,789,789
IBM,RF,2023-01-01,65,0.15,0.294,0.356,0.062,0.356,0.062,20.9,30.03,-25.17,-24.65,0.52,849,849
IBM,RF,2023-01-01,65,0.2,0.294,0.357,0.063,0.357,0.063,20.9,30.52,-25.17,-28.0,-2.83,913,913
IBM,LR,2022-01-01,0,0.08,-0.059,0.323,0.382,0.205,0.264,-10.33,22.63,-41.87,-32.9,8.97,729,788
IBM,LR,2022-01-01,0,0.12,-0.059,0.272,0.331,0.205,0.264,-10.33,16.96,-41.87,-32.9,8.97,758,803
IBM,LR,2022-01-01,0,0.15,-0.059,0.405,0.464,0.205,0.264,-10.33,32.31,-41.87,-30.83,11.04,784,842
IBM,LR,2022-01-01,0,0.2,-0.059,0.328,0.387,0.205,0.264,-10.33,23.24,-41.87,-32.9,8.97,807,848
IBM,LR,2022-01-01,50,0.08,-0.059,0.229,0.288,0.229,0.288,-10.33,12.62,-41.87,-30.83,11.04,478,478
IBM,LR,2022-01-01,50,0.12,-0.059,0.264,0.323,0.264,0.323,-10.33,16.07,-41.87,-31.21,10.66,606,606
IBM,LR,2022-01-01,50,0.15,-0.059,0.382,0.441,0.382,0.441,-10.33,29.4,-41.87,-30.83,11.04,694,694
IBM,LR,2022-01-01,50,0.2,-0.059,0.282,0.341,0.282,0.341,-10.33,18.09,-41.87,-32.9,8.97,755,755
IBM,LR,2022-01-01,55,0.08,-0.059,0.229,0.288,0.229,0.288,-10.33,12.62,-41.87,-30.83,11.04,478,478
IBM,LR,2022-01-01,55,0.12,-0.059,0.264,0.323,0.264,0.323,-10.33,16.07,-41.87,-31.21,10.66,606,606
IBM,LR,2022-01-01,55,0.15,-0.059,0.382,0.441,0.382,0.441,-10.33,29.4,-41.87,-30.83,11.04,694,694
IBM,LR,2022-01-01,55,0.2,-0.059,0.282,0.341,0.282,0.341,-10.33,18.09,-41.87,-32.9,8.97,755,755
IBM,LR,2022-01-01,60,0.08,-0.059,0.176,0.235,0.176,0.235,-10.33,7.52,-41.87,-31.25,10.62,381,381
IBM,LR,2022-01-01,60,0.12,-0.059,0.242,0.301,0.242,0.301,-10.33,13.84,-41.87,-31.21,10.66,565,565
IBM,LR,2022-01-01,60,0.15,-0.059,0.362,0.421,0.362,0.421,-10.33,26.91,-41.87,-30.83,11.04,653,653
IBM,LR,2022-01-01,60,0.2,-0.059,0.274,0.333,0.274,0.333,-10.33,17.22,-41.87,-32.9,8.97,714,714
IBM,LR,2022-01-01,65,0.08,-0.059,0.164,0.223,0.164,0.223,-10.33,6.57,-41.87,-36.02,5.85,249,249
IBM,LR,2022-01-01,65,0.12,-0.059,0.348,0.407,0.348,0.407,-10.33,25.17,-41.87,-31.21,10.66,508,508
IBM,LR,2022-01-01,65,0.15,-0.059,0.421,0.48,0.421,0.48,-10.33,33.6,-41.87,-30.83,11.04,535,535
IBM,LR,2022-01-01,65,0.2,-0.059,0.366,0.425,0.366,0.425,-10.33,27.36,-41.87,-32.9,8.97,594,594
IBM,RF,2022-01-01,0,0.08,0.245,0.226,-0.019,0.218,-0.027,14.38,11.84,-33.31,-33.8,-0.49,709,715
IBM,RF,2022-01-01,0,0.12,0.245,0.203,-0.042,0.203,-0.042,14.38,9.34,-33.31,-33.8,-0.49,739,739
IBM,RF,2022-01-01,0,0.15,0.245,0.084,-0.161,0.084,-0.161,14.38,-2.55,-33.31,-39.12,-5.81,765,765
IBM,RF,2022-01-01,0,0.2,0.245,0.102,-0.143,0.102,-0.143,14.38,-0.83,-33.31,-39.12,-5.81,781,781
IBM,RF,2022-01-01,50,0.08,0.245,0.328,0.083,0.328,0.083,14.38,23.39,-33.31,-32.9,0.41,537,537
IBM,RF,2022-01-01,50,0.12,0.245,0.212,-0.033,0.212,-0.033,14.38,10.52,-33.31,-32.98,0.33,665,665
IBM,RF,2022-01-01,50,0.15,0.245,0.053,-0.192,0.053,-0.192,14.38,-5.44,-33.31,-39.12,-5.81,729,729
IBM,RF,2022-01-01,50,0.2,0.245,0.092,-0.153,0.092,-0.153,14.38,-1.77,-33.31,-39.12,-5.81,776,776
IBM,RF,2022-01-01,55,0.08,0.245,0.317,0.072,0.317,0.072,14.38,22.05,-33.31,-32.9,0.41,525,525
IBM,RF,2022-01-01,55,0.12,0.245,0.212,-0.033,0.212,-0.033,14.38,10.52,-33.31,-32.98,0.33,665,665
IBM,RF,2022-01-01,55,0.15,0.245,0.053,-0.192,0.053,-0.192,14.38,-5.44,-33.31,-39.12,-5.81,729,729
IBM,RF,2022-01-01,55,0.2,0.245,0.092,-0.153,0.092,-0.153,14.38,-1.77,-33.31,-39.12,-5.81,776,776
IBM,RF,2022-01-01,60,0.08,0.245,0.134,-0.111,0.134,-0.111,14.38,3.08,-33.31,-38.79,-5.48,462,462
IBM,RF,2022-01-01,60,0.12,0.245,0.111,-0.134,0.111,-0.134,14.38,0.57,-33.31,-38.86,-5.55,648,648
IBM,RF,2022-01-01,60,0.15,0.245,0.05,-0.195,0.05,-0.195,14.38,-5.68,-33.31,-39.12,-5.81,721,721
IBM,RF,2022-01-01,60,0.2,0.245,0.089,-0.156,0.089,-0.156,14.38,-2.02,-33.31,-39.12,-5.81,768,768
IBM,RF,2022-01-01,65,0.08,0.245,0.221,-0.024,0.221,-0.024,14.38,11.72,-33.31,-33.36,-0.05,326,326
IBM,RF,2022-01-01,65,0.12,0.245,0.196,-0.049,0.196,-0.049,14.38,9.08,-33.31,-32.9,0.41,556,556
IBM,RF,2022-01-01,65,0.15,0.245,0.15,-0.095,0.15,-0.095,14.38,4.32,-33.31,-32.9,0.41,675,675
IBM,RF,2022-01-01,65,0.2,0.245,0.191,-0.054,0.191,-0.054,14.38,8.36,-33.31,-32.9,0.41,722,722
IBM,LR,2021-01-01,0,0.08,-0.111,0.279,0.39,-0.004,0.107,-10.4,16.57,-29.69,-28.47,1.22,576,687
IBM,LR,2021-01-01,0,0.12,-0.111,0.166,0.277,-0.004,0.107,-10.4,7.03,-29.69,-29.61,0.08,601,672
IBM,LR,2021-01-01,0,0.15,-0.111,0.385,0.496,-0.004,0.107,-10.4,26.13,-29.69,-23.83,5.86,624,727
IBM,LR,2021-01-01,0,0.2,-0.111,0.123,0.234,-0.004,0.107,-10.4,3.15,-29.69,-28.48,1.21,638,729
IBM,LR,2021-01-01,50,0.08,-0.111,0.049,0.16,0.049,0.16,-10.4,-1.02,-29.69,-26.79,2.9,308,308
IBM,LR,2021-01-01,50,0.12,-0.111,-0.023,0.088,-0.023,0.088,-10.4,-6.44,-29.69,-26.79,2.9,390,390
IBM,LR,2021-01-01,50,0.15,-0.111,0.042,0.153,0.042,0.153,-10.4,-2.11,-29.69,-29.07,0.62,496,496
IBM,LR,2021-01-01,50,0.2,-0.111,-0.08,0.031,-0.08,0.031,-10.4,-11.56,-29.69,-30.1,-0.41,530,530
IBM,LR,2021-01-01,55,0.08,-0.111,0.049,0.16,0.049,0.16,-10.4,-1.02,-29.69,-26.79,2.9,308,308
IBM,LR,2021-01-01,55,0.12,-0.111,-0.023,0.088,-0.023,0.088,-10.4,-6.44,-29.69,-26.79,2.9,390,390
IBM,LR,2021-01-01,55,0.15,-0.111,0.042,0.153,0.042,0.153,-10.4,-2.11,-29.69,-29.07,0.62,496,496
IBM,LR,2021-01-01,55,0.2,-0.111,-0.08,0.031,-0.08,0.031,-10.4,-11.56,-29.69,-30.1,-0.41,530,530
IBM,LR,2021-01-01,60,0.08,-0.111,0.025,0.136,0.025,0.136,-10.4,-2.68,-29.69,-26.79,2.9,285,285
IBM,LR,2021-01-01,60,0.12,-0.111,-0.047,0.064,-0.047,0.064,-10.4,-8.01,-29.69,-26.79,2.9,367,367
IBM,LR,2021-01-01,60,0.15,-0.111,0.042,0.153,0.042,0.153,-10.4,-2.11,-29.69,-29.07,0.62,496,496
IBM,LR,2021-01-01,60,0.2,-0.111,-0.08,0.031,-0.08,0.031,-10.4,-11.56,-29.69,-30.1,-0.41,530,530
IBM,LR,2021-01-01,65,0.08,-0.111,0.013,0.124,0.013,0.124,-10.4,-3.23,-29.69,-29.57,0.12,196,196
IBM,LR,2021-01-01,65,0.12,-0.111,-0.027,0.084,-0.027,0.084,-10.4,-6.38,-29.69,-30.46,-0.77,232,232
IBM,LR,2021-01-01,65,0.15,-0.111,0.186,0.297,0.186,0.297,-10.4,8.85,-29.69,-23.83,5.86,369,369
IBM,LR,2021-01-01,65,0.2,-0.111,-0.018,0.093,-0.018,0.093,-10.4,-6.91,-29.69,-29.59,0.1,382,382
IBM,RF,2021-01-01,0,0.08,-0.439,0.117,0.556,-0.004,0.435,-30.83,1.43,-48.86,-38.31,10.55,616,638
IBM,RF,2021-01-01,0,0.12,-0.439,0.101,0.54,-0.004,0.435,-30.83,-0.03,-48.86,-38.31,10.55,638,662
IBM,RF,2021-01-01,0,0.15,-0.439,0.064,0.503,-0.004,0.435,-30.83,-3.04,-48.86,-39.12,9.74,670,682
IBM,RF,2021-01-01,0,0.2,-0.439,0.064,0.503,-0.004,0.435,-30.83,-3.04,-48.86,-39.12,9.74,676,688
IBM,RF,2021-01-01,50,0.08,-0.439,-0.078,0.361,-0.078,0.361,-30.83,-12.63,-48.86,-35.36,13.5,413,413
IBM,RF,2021-01-01,50,0.12,-0.439,-0.021,0.418,-0.021,0.418,-30.83,-8.79,-48.86,-33.32,15.54,515,515
IBM,RF,2021-01-01,50,0.15,-0.439,0.141,0.58,0.141,0.58,-30.83,3.89,-48.86,-31.49,17.37,609,609
IBM,RF,2021-01-01,50,0.2,-0.439,0.098,0.537,0.098,0.537,-30.83,-0.04,-48.86,-33.8,15.06,634,634
IBM,RF,2021-01-01,55,0.08,-0.439,-0.074,0.365,-0.074,0.365,-30.83,-12.29,-48.86,-34.42,14.44,391,391
IBM,RF,2021-01-01,55,0.12,-0.439,-0.015,0.424,-0.015,0.424,-30.83,-8.18,-48.86,-32.88,15.98,463,463
IBM,RF,2021-01-01,55,0.15,-0.439,0.141,0.58,0.141,0.58,-30.83,3.89,-48.86,-31.49,17.37,609,609
IBM,RF,2021-01-01,55,0.2,-0.439,0.098,0.537,0.098,0.537,-30.83,-0.04,-48.86,-33.8,15.06,634,634
IBM,RF,2021-01-01,60,0.08,-0.439,-0.187,0.252,-0.187,0.252,-30.83,-19.45,-48.86,-37.15,11.71,249,249
IBM,RF,2021-01-01,60,0.12,-0.439,-0.107,0.332,-0.107,0.332,-30.83,-14.45,-48.86,-34.73,14.13,360,360
IBM,RF,2021-01-01,60,0.15,-0.439,0.082,0.521,0.082,0.521,-30.83,-1.02,-48.86,-31.49,17.37,567,567
IBM,RF,2021-01-01,60,0.2,-0.439,0.04,0.479,0.04,0.479,-30.83,-4.76,-48.86,-33.8,15.06,592,592
IBM,RF,2021-01-01,65,0.08,-0.439,-0.272,0.167,-0.272,0.167,-30.83,-23.92,-48.86,-39.22,9.64,209,209
IBM,RF,2021-01-01,65,0.12,-0.439,-0.133,0.306,-0.133,0.306,-30.83,-15.53,-48.86,-33.35,15.51,281,281
IBM,RF,2021-01-01,65,0.15,-0.439,0.044,0.483,0.044,0.483,-30.83,-3.59,-48.86,-31.49,17.37,472,472
IBM,RF,2021-01-01,65,0.2,-0.439,0.002,0.441,0.002,0.441,-30.83,-7.24,-48.86,-33.8,15.06,498,498
